end station id,end station name,end station latitude,end station longitude,end duration mean,end duration sum,end duration count,end year,end type
195,Liberty St & Broadway,40.70905623,-74.01043382,2111.3333333333335,6334,3,2019,subs
315,South St & Gouverneur Ln,40.70355377,-74.00670227,3539.0,3539,1,2019,subs
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,3925.5,15702,4,2019,subs
337,Old Slip & Front St,40.703799200000006,-74.00838676,852.5,3410,4,2019,subs
383,Greenwich Ave & Charles St,40.735238,-74.000271,17089.0,34178,2,2019,subs
447,8 Ave & W 52 St,40.76370739,-73.9851615,2360.0,2360,1,2019,subs
524,W 43 St & 6 Ave,40.75527307,-73.98316936,2110.0,2110,1,2019,subs
3184,Paulus Hook,40.7141454,-74.0335519,653.631914893617,921621,1410,2019,subs
3185,City Hall,40.717732500000004,-74.04384499999999,519.6578680203046,511863,985,2019,subs
3186,Grove St PATH,40.71958611647166,-74.0431174635887,572.9792735481223,2792128,4873,2019,subs
3187,Warren St,40.721123600000006,-74.03805095,589.0962627406568,520172,883,2019,subs
3191,Union St,40.71821129999999,-74.08363940000001,780.9203539823009,88244,113,2019,subs
3192,Liberty Light Rail,40.711242299999995,-74.0557013,1176.6626506024097,781304,664,2019,subs
3193,Lincoln Park,40.7246050998869,-74.07840594649316,746.6600566572238,263571,353,2019,subs
3194,McGinley Square,40.7253399253558,-74.06762212514876,408.65242165242165,143437,351,2019,subs
3195,Sip Ave,40.73089709786179,-74.06391263008119,635.415956622773,820322,1291,2019,subs
3196,Riverview Park,40.7443187,-74.04399090000001,949.698224852071,160499,169,2019,subs
3198,Heights Elevator,40.748715945380226,-74.04044330120088,901.9004975124378,181282,201,2019,subs
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,759.3108808290156,732735,965,2019,subs
3201,Dey St,40.737711,-74.066921,521.06875,83371,160,2019,subs
3202,Newport PATH,40.7272235,-74.03375890000001,532.9366916269571,782884,1469,2019,subs
3203,Hamilton Park,40.727595965999996,-74.044247311,484.5703125,992400,2048,2019,subs
3205,JC Medical Center,40.71653978099194,-74.0496379137039,1350.3268892794376,768336,569,2019,subs
3206,Hilltop,40.7311689,-74.0575736,789.0597609561753,198054,251,2019,subs
3207,Oakland Ave,40.7376037,-74.05247829999999,564.0926517571885,176561,313,2019,subs
3209,Brunswick St,40.7241765,-74.05065640000001,437.6464174454829,280969,642,2019,subs
3210,Pershing Field,40.742677141,-74.051788633,778.1375921375922,316702,407,2019,subs
3211,Newark Ave,40.72152515,-74.046304543,430.36722606120435,435962,1013,2019,subs
3212,Christ Hospital,40.734785818,-74.050443636,749.9638554216867,124494,166,2019,subs
3213,Van Vorst Park,40.71848892,-74.047726625,574.4621099554234,386613,673,2019,subs
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,539.298353909465,262099,486,2019,subs
3220,5 Corners Library,40.73496102000952,-74.05950307846071,843.0362694300518,162706,193,2019,subs
3225,Baldwin at Montgomery,40.7236589,-74.0641943,558.1197411003236,172459,309,2019,subs
3267,Morris Canal,40.7124188237569,-74.03852552175522,623.2139479905437,527239,846,2019,subs
3268,Lafayette Park,40.71346382669195,-74.06285852193831,773.0829875518672,186313,241,2019,subs
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,436.883008356546,313682,718,2019,subs
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,416.30441640378547,263937,634,2019,subs
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,377.4193548387097,280800,744,2019,subs
3273,Manila & 1st,40.72165072487999,-74.04288411140442,397.555910543131,248870,626,2019,subs
3275,Columbus Drive,40.71835519823214,-74.03891444206238,430.57459926017265,349196,811,2019,subs
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,532.3948397185301,680933,1279,2019,subs
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2687.943396226415,427383,159,2019,subs
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,412.09154929577466,292585,710,2019,subs
3279,Dixon Mills,40.72163014263835,-74.04996782541275,348.87860082304525,169555,486,2019,subs
3280,Astor Place,40.71928220070703,-74.07126188278198,672.9090909090909,251668,374,2019,subs
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,817.7471910112359,145559,178,2019,subs
3426,JCBS Depot,40.70965083364061,-74.0686011314392,1548.625,12389,8,2019,subs
3481,York St,40.71649,-74.04105,489.30575539568343,136027,278,2019,subs
3483,Montgomery St,40.71942,-74.05099,478.8611898016997,169038,353,2019,subs
3638,Washington St,40.7242941,-74.0354826,542.6743341404358,448249,826,2019,subs
3639,Harborside,40.71925170000001,-74.034234,620.3883161512027,902665,1455,2019,subs
3640,Journal Square,40.733670000000004,-74.0625,546.5166931637519,343759,629,2019,subs
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,543.5378151260504,64681,119,2019,subs
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,873.1238532110092,190341,218,2019,subs
3679,Bergen Ave,40.72210378668603,-74.07145500183104,476.7175572519084,124900,262,2019,subs
3681,Grand St,40.71517767732029,-74.03768330812454,558.1371237458194,333766,598,2019,subs
3694,Jackson Square,40.71113,-74.0789,1064.948051948052,82001,77,2019,subs
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,804.1525423728814,47445,59,2019,subs
173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,3205.0,3205,1,2020,subs
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,3305.5,6611,2,2020,subs
476,E 31 St & 3 Ave,40.74394314,-73.97966069,99361.0,99361,1,2020,subs
505,6 Ave & W 33 St,40.74901271,-73.98848395,3481.0,3481,1,2020,subs
534,Water - Whitehall Plaza,40.70255065,-74.0127234,631695.0,631695,1,2020,subs
3184,Paulus Hook,40.7141454,-74.0335519,1267.6590436590436,609744,481,2020,subs
3185,City Hall,40.717732500000004,-74.04384499999999,986.4511834319527,666841,676,2020,subs
3186,Grove St PATH,40.71958611647166,-74.0431174635887,883.4728986645719,1124661,1273,2020,subs
3187,Warren St,40.721123600000006,-74.03805095,812.4348659003831,424091,522,2020,subs
3191,Union St,40.71821129999999,-74.08363940000001,1498.7462686567164,200832,134,2020,subs
3192,Liberty Light Rail,40.711242299999995,-74.0557013,1733.2273838630806,1417780,818,2020,subs
3193,Lincoln Park,40.7246050998869,-74.07840594649316,1713.1704545454545,603036,352,2020,subs
3194,McGinley Square,40.7253399253558,-74.06762212514876,738.8053435114504,193567,262,2020,subs
3195,Sip Ave,40.73089709786179,-74.06391263008119,569.065671641791,381274,670,2020,subs
3196,Riverview Park,40.7443187,-74.04399090000001,1137.4308943089432,139904,123,2020,subs
3198,Heights Elevator,40.748715945380226,-74.04044330120088,1465.7471264367816,255040,174,2020,subs
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,1402.2170245398772,1828491,1304,2020,subs
3201,Dey St,40.737711,-74.066921,810.75,81075,100,2020,subs
3202,Newport PATH,40.7272235,-74.03375890000001,1023.4652317880794,618173,604,2020,subs
3203,Hamilton Park,40.727595965999996,-74.044247311,1096.7262512768132,1073695,979,2020,subs
3205,JC Medical Center,40.71653978099194,-74.0496379137039,1502.6872536136661,1143545,761,2020,subs
3206,Hilltop,40.7311689,-74.0575736,994.1864406779661,175971,177,2020,subs
3207,Oakland Ave,40.7376037,-74.05247829999999,850.4054054054054,62930,74,2020,subs
3209,Brunswick St,40.7241765,-74.05065640000001,871.2460567823343,276185,317,2020,subs
3210,Pershing Field,40.742677141,-74.051788633,1365.0231213872833,236149,173,2020,subs
3211,Newark Ave,40.72152515,-74.046304543,911.0292504570384,498333,547,2020,subs
3212,Christ Hospital,40.734785818,-74.050443636,946.0266666666666,70952,75,2020,subs
3213,Van Vorst Park,40.71848892,-74.047726625,1414.3305263157895,671807,475,2020,subs
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,873.584,218396,250,2020,subs
3220,5 Corners Library,40.73496102000952,-74.05950307846071,1003.3655913978495,93313,93,2020,subs
3225,Baldwin at Montgomery,40.7236589,-74.0641943,711.7191780821918,207822,292,2020,subs
3267,Morris Canal,40.7124188237569,-74.03852552175522,1114.2784588441332,636253,571,2020,subs
3268,Lafayette Park,40.71346382669195,-74.06285852193831,1326.6608187134502,226859,171,2020,subs
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,752.757281553398,232602,309,2020,subs
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,777.2380952380952,277474,357,2020,subs
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,977.5711111111111,439907,450,2020,subs
3273,Manila & 1st,40.72165072487999,-74.04288411140442,835.8609271523179,252430,302,2020,subs
3275,Columbus Drive,40.71835519823214,-74.03891444206238,900.378132118451,395266,439,2020,subs
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,1250.6640181611804,1101835,881,2020,subs
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,1265.6268656716418,84797,67,2020,subs
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,706.296,176574,250,2020,subs
3279,Dixon Mills,40.72163014263835,-74.04996782541275,562.3059701492538,150698,268,2020,subs
3280,Astor Place,40.71928220070703,-74.07126188278198,823.0671936758894,208236,253,2020,subs
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,1077.9761904761904,45275,42,2020,subs
3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,1723.0,1723,1,2020,subs
3481,York St,40.71649,-74.04105,1093.0977777777778,245947,225,2020,subs
3483,Montgomery St,40.71942,-74.05099,660.3115384615385,171681,260,2020,subs
3578,Park Pl & Franklin Ave,40.67418060000001,-73.95649470000001,14469.0,14469,1,2020,subs
3638,Washington St,40.7242941,-74.0354826,1151.9031578947368,547154,475,2020,subs
3639,Harborside,40.71925170000001,-74.034234,1352.8649289099526,1141818,844,2020,subs
3640,Journal Square,40.733670000000004,-74.0625,751.8495575221239,84959,113,2020,subs
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,1126.9871794871794,175810,156,2020,subs
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,731.8839779005525,132471,181,2020,subs
3679,Bergen Ave,40.72210378668603,-74.07145500183104,572.1565217391304,131596,230,2020,subs
3681,Grand St,40.71517767732029,-74.03768330812454,890.9825072886298,305607,343,2020,subs
3694,Jackson Square,40.71113,-74.0789,1382.8870967741937,85739,62,2020,subs
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,1665.0694444444443,359655,216,2020,subs
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,1093.222049689441,704035,644,2020,subs
3992,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,6102.0,12204,2,2020,subs
383,Greenwich Ave & Charles St,40.735238,-74.000271,1904.0,1904,1,2019,cust
426,West St & Chambers St,40.71754834,-74.01322069,10327.0,10327,1,2019,cust
504,1 Ave & E 16 St,40.73221853,-73.98165557,8850.0,8850,1,2019,cust
3002,South End Ave & Liberty St,40.711512,-74.01575600000001,5890.5,11781,2,2019,cust
3167,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,10829.5,21659,2,2019,cust
3184,Paulus Hook,40.7141454,-74.0335519,2476.6930379746836,782635,316,2019,cust
3185,City Hall,40.717732500000004,-74.04384499999999,2690.681818181818,414365,154,2019,cust
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2946.1629213483147,1048834,356,2019,cust
3187,Warren St,40.721123600000006,-74.03805095,3988.028776978417,554336,139,2019,cust
3191,Union St,40.71821129999999,-74.08363940000001,1430.1,57204,40,2019,cust
3192,Liberty Light Rail,40.711242299999995,-74.0557013,3326.909638554217,1656801,498,2019,cust
3193,Lincoln Park,40.7246050998869,-74.07840594649316,7320.151515151515,724695,99,2019,cust
3194,McGinley Square,40.7253399253558,-74.06762212514876,2483.689655172414,72027,29,2019,cust
3195,Sip Ave,40.73089709786179,-74.06391263008119,747.4363636363636,123327,165,2019,cust
3196,Riverview Park,40.7443187,-74.04399090000001,2987.872340425532,140430,47,2019,cust
3198,Heights Elevator,40.748715945380226,-74.04044330120088,1986.758064516129,123179,62,2019,cust
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2118.1916932907347,662994,313,2019,cust
3201,Dey St,40.737711,-74.066921,1485.7777777777778,13372,9,2019,cust
3202,Newport PATH,40.7272235,-74.03375890000001,1530.6600790513835,387257,253,2019,cust
3203,Hamilton Park,40.727595965999996,-74.044247311,1728.1636363636364,380196,220,2019,cust
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2026.5243243243244,374907,185,2019,cust
3206,Hilltop,40.7311689,-74.0575736,18924.563636363637,1040851,55,2019,cust
3207,Oakland Ave,40.7376037,-74.05247829999999,1327.5384615384614,51774,39,2019,cust
3209,Brunswick St,40.7241765,-74.05065640000001,1324.010989010989,120485,91,2019,cust
3210,Pershing Field,40.742677141,-74.051788633,1424.4166666666667,68372,48,2019,cust
3211,Newark Ave,40.72152515,-74.046304543,1634.2023121387283,282717,173,2019,cust
3212,Christ Hospital,40.734785818,-74.050443636,1760.2592592592594,47527,27,2019,cust
3213,Van Vorst Park,40.71848892,-74.047726625,1575.8046875,201703,128,2019,cust
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,1301.3504273504273,152258,117,2019,cust
3220,5 Corners Library,40.73496102000952,-74.05950307846071,3743.6190476190477,78616,21,2019,cust
3225,Baldwin at Montgomery,40.7236589,-74.0641943,7225.354838709677,671958,93,2019,cust
3267,Morris Canal,40.7124188237569,-74.03852552175522,1674.6141732283465,212676,127,2019,cust
3268,Lafayette Park,40.71346382669195,-74.06285852193831,3044.488888888889,137002,45,2019,cust
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,772.0923076923077,50186,65,2019,cust
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,746.7777777777778,33605,45,2019,cust
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,1249.0983606557377,76195,61,2019,cust
3273,Manila & 1st,40.72165072487999,-74.04288411140442,1581.6770833333333,151841,96,2019,cust
3275,Columbus Drive,40.71835519823214,-74.03891444206238,1605.0078125,205441,128,2019,cust
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2633.1275862068965,763607,290,2019,cust
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,6937.438596491228,395434,57,2019,cust
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,1158.8837209302326,49832,43,2019,cust
3279,Dixon Mills,40.72163014263835,-74.04996782541275,2324.3673469387754,113894,49,2019,cust
3280,Astor Place,40.71928220070703,-74.07126188278198,964.8717948717949,37630,39,2019,cust
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,10016.0,380608,38,2019,cust
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,6931.5,13863,2,2019,cust
3426,JCBS Depot,40.70965083364061,-74.0686011314392,1083543.0,1083543,1,2019,cust
3481,York St,40.71649,-74.04105,5811.166666666667,313803,54,2019,cust
3483,Montgomery St,40.71942,-74.05099,1206.267857142857,67551,56,2019,cust
3541,Amsterdam Ave & W 125 St,40.813358,-73.956461,10724.0,10724,1,2019,cust
3638,Washington St,40.7242941,-74.0354826,2301.183486238532,501658,218,2019,cust
3639,Harborside,40.71925170000001,-74.034234,1951.4125,624452,320,2019,cust
3640,Journal Square,40.733670000000004,-74.0625,3127.1463414634145,128213,41,2019,cust
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,2534.0,5068,2,2019,cust
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,853.3333333333334,7680,9,2019,cust
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,25568.673469387755,1252865,49,2019,cust
3679,Bergen Ave,40.72210378668603,-74.07145500183104,18991.0,911568,48,2019,cust
3681,Grand St,40.71517767732029,-74.03768330812454,1785.8317757009345,191084,107,2019,cust
3686,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871245,6327.571428571428,44293,7,2019,cust
3694,Jackson Square,40.71113,-74.0789,4598.3125,147146,32,2019,cust
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,1316.1818181818182,72390,55,2019,cust
143,Clinton St & Joralemon St,40.69239502,-73.99337909,4324.0,4324,1,2020,cust
308,St James Pl & Oliver St,40.71307916,-73.99851193,13124.0,13124,1,2020,cust
489,10 Ave & W 28 St,40.75066386,-74.00176802,155977.0,155977,1,2020,cust
518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,5290.0,5290,1,2020,cust
3184,Paulus Hook,40.7141454,-74.0335519,2911.496194824962,1912853,657,2020,cust
3185,City Hall,40.717732500000004,-74.04384499999999,3443.5223880597014,1384296,402,2020,cust
3186,Grove St PATH,40.71958611647166,-74.0431174635887,2665.89375,2132715,800,2020,cust
3187,Warren St,40.721123600000006,-74.03805095,2383.8860759493673,941635,395,2020,cust
3191,Union St,40.71821129999999,-74.08363940000001,4098.683870967742,635296,155,2020,cust
3192,Liberty Light Rail,40.711242299999995,-74.0557013,4083.749306711037,7363000,1803,2020,cust
3193,Lincoln Park,40.7246050998869,-74.07840594649316,3840.6274165202108,2185317,569,2020,cust
3194,McGinley Square,40.7253399253558,-74.06762212514876,4489.716535433071,570194,127,2020,cust
3195,Sip Ave,40.73089709786179,-74.06391263008119,7944.2164179104475,2129050,268,2020,cust
3196,Riverview Park,40.7443187,-74.04399090000001,2956.4963503649633,405040,137,2020,cust
3198,Heights Elevator,40.748715945380226,-74.04044330120088,4407.385579937304,1405956,319,2020,cust
3199,Newport Pkwy,40.728744799999994,-74.03210820000001,2530.5943683409437,3325201,1314,2020,cust
3201,Dey St,40.737711,-74.066921,4413.311688311688,339825,77,2020,cust
3202,Newport PATH,40.7272235,-74.03375890000001,3547.1779026217228,1894193,534,2020,cust
3203,Hamilton Park,40.727595965999996,-74.044247311,3080.9549668874174,2326121,755,2020,cust
3205,JC Medical Center,40.71653978099194,-74.0496379137039,2890.5252100840335,1375890,476,2020,cust
3206,Hilltop,40.7311689,-74.0575736,2174.3277777777776,391379,180,2020,cust
3207,Oakland Ave,40.7376037,-74.05247829999999,19373.5,1472386,76,2020,cust
3209,Brunswick St,40.7241765,-74.05065640000001,1819.3384615384616,236514,130,2020,cust
3210,Pershing Field,40.742677141,-74.051788633,3193.3811881188117,645063,202,2020,cust
3211,Newark Ave,40.72152515,-74.046304543,2215.858310626703,813220,367,2020,cust
3212,Christ Hospital,40.734785818,-74.050443636,1624.1875,129935,80,2020,cust
3213,Van Vorst Park,40.71848892,-74.047726625,2804.6588235294116,953584,340,2020,cust
3214,Essex Light Rail,40.712774200000005,-74.03648570000001,2639.313186813187,480355,182,2020,cust
3220,5 Corners Library,40.73496102000952,-74.05950307846071,2876.1012658227846,227212,79,2020,cust
3225,Baldwin at Montgomery,40.7236589,-74.0641943,2863.8922413793102,664423,232,2020,cust
3267,Morris Canal,40.7124188237569,-74.03852552175522,2965.01138952164,1301640,439,2020,cust
3268,Lafayette Park,40.71346382669195,-74.06285852193831,6056.414746543779,1314242,217,2020,cust
3269,Brunswick & 6th,40.726011729646245,-74.0503889322281,3672.880733944954,400344,109,2020,cust
3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3989.7925925925924,538622,135,2020,cust
3272,Jersey & 3rd,40.723331586464354,-74.04595255851744,3277.185792349727,599725,183,2020,cust
3273,Manila & 1st,40.72165072487999,-74.04288411140442,5256.721461187215,1151222,219,2020,cust
3275,Columbus Drive,40.71835519823214,-74.03891444206238,2587.262711864407,915891,354,2020,cust
3276,Marin Light Rail,40.71458403535893,-74.04281705617905,2360.7963875205255,1437725,609,2020,cust
3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,5935.561904761905,1246468,210,2020,cust
3278,Monmouth and 6th,40.72568548362901,-74.0487903356552,3987.942857142857,279156,70,2020,cust
3279,Dixon Mills,40.72163014263835,-74.04996782541275,3183.9278350515465,308841,97,2020,cust
3280,Astor Place,40.71928220070703,-74.07126188278198,3566.095238095238,449328,126,2020,cust
3281,Leonard Gordon Park,40.74590996631558,-74.05727148056029,4345.157024793389,525764,121,2020,cust
3443,W 52 St & 6 Ave,40.76132983124814,-73.97982001304626,24611.5,49223,2,2020,cust
3461,Murray St & Greenwich St,40.71485150526252,-74.01122331619263,1778.0,1778,1,2020,cust
3481,York St,40.71649,-74.04105,2115.551948051948,325795,154,2020,cust
3483,Montgomery St,40.71942,-74.05099,2371.72027972028,339156,143,2020,cust
3629,Adam Clayton Powell Blvd & W 126 St,40.809495347779475,-73.94776493310928,1077088.0,1077088,1,2020,cust
3638,Washington St,40.7242941,-74.0354826,2393.772925764192,1096348,458,2020,cust
3639,Harborside,40.71925170000001,-74.034234,2832.1184615384614,1840877,650,2020,cust
3640,Journal Square,40.733670000000004,-74.0625,1339.396551724138,77685,58,2020,cust
3664,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915,3651.0,3651,1,2020,cust
3677,Glenwood Ave,40.72755146730012,-74.07106071710588,2465.4590163934427,150393,61,2020,cust
3678,Fairmount Ave,40.72572613742557,-74.07195925712584,5591.414634146341,458496,82,2020,cust
3679,Bergen Ave,40.72210378668603,-74.07145500183104,35628.2962962963,2885892,81,2020,cust
3681,Grand St,40.71517767732029,-74.03768330812454,4493.986754966887,1357184,302,2020,cust
3694,Jackson Square,40.71113,-74.0789,8901.533742331289,1450950,163,2020,cust
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131606,2786.4009433962265,1181434,424,2020,cust
3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3227.202492211838,3107796,963,2020,cust
3992,W 169 St & Fort Washington Ave,40.8428422,-73.9421253,13060.333333333334,39181,3,2020,cust
